Year,Company/Brand,Sector,Stage,Amount($),HeadQuarter
2020,Pitstop,Commerce,Series A,1020000.0,Bangalore
2020,Customfit ai,Technology,Series A,3000000.0,Bangalore
2020,Nirmata,Technology,Series A,3000000.0,San Franciscao
2020,Hire Me Car,Technology,Seed,3000000.0,Noida
2020,Oga Fit,Lifestyle,Pre-Series,3000000.0,Bangalore
2020,ShipsKart,Commerce,Pre-Series,200000.0,New Delhi
2020,SquadStack,Technology,Series A,5000000.0,San Francisco
2020,Financepeer,Technology,Pre-Series,3000000.0,Mumbai
2020,Cashify,Commerce,Debt Financing,10000000.0,Gurugram
2020,Etrio,Agriculture,Series A,3000000.0,Hyderabad
2020,Codeyoung,Technology,Seed,3000000.0,Bangalore
2020,StayQrious,Technology,Seed,2000000.0,Bangalore
2020,Sunstone Eduversity,Technology,Series A,3000000.0,Gurugram
2020,Infilect,Technology,Pre-Series,1500000.0,Bangalore
2020,MobiGarage,Commerce,Pre-Series,3000000.0,New Delhi
2020,Samunnati,Agriculture,Debt Financing,20000000.0,Chennai
2020,WeInnovate Biosolutions,Agriculture,Seed,3000000.0,Pune
2020,Yummy Corp,Food & Beverages,Series B,12000000.0,Tangerang
2020,Smallcase,Technology,Series B,13400000.0,Bangalore
2020,Clairvolex,Technology,Debt Financing,2000000.0,California
2020,Assiduus,Commerce,Series A,1000000.0,Bangalore
2020,Brinton,Technology,Debt Financing,1300000.0,California
2020,AFK Gaming,Agriculture,Pre-Series,200000.0,Mumbai
2020,Zuper,Technology,Seed,1100000.0,Seattle
2020,mCaffeine,Lifestyle,Series B,2900000.0,Mumbai
2020,Origa,Technology,Debt Financing,2000000.0,Andheri
2020,GullyBuy Software,Technology,Pre-Series,543000.0,Pune
2020,Recordent,Technology,Seed,3000000.0,Hyderabad
2020,Penny,Technology,Seed,1300000.0,Riyadh
2020,Precily,Technology,Seed,3000000.0,California
2020,SmartClean,Technology,Pre-Series,3400000.0,Singapore
2020,ClanConnect,Commerce,Seed,600000.0,Delhi
2020,Servify,Commerce,Series C,23000000.0,Mumbai
2020,Rephrase.ai,Technology,Seed,1500000.0,Bangalore
2020,Melorra,Beauty & Fashion,Debt Financing,8090000.0,Bangalore
2020,FabHotels,Hospitality,Series B,1030000.0,Gurugram
2020,EkAnek,Technology,Later Stage,5040000.0,New Delhi
2020,Cub McPaws,Technology,Pre-Series,800000.0,Mumbai
2020,Zimyo,Technology,Seed,1500000.0,Gurgaon
2020,PumPumPum,Transport,Debt Financing,360000.0,Gurgaon
2020,Burgerama,Food & Beverages,Pre-Series,3000000.0,Gurgaon
2020,Moms Co,Agriculture,Series B,8000000.0,Gurgaon
2020,DillyHub,Agriculture,Seed,1400000.0,Seoul
2020,FPL Technologies,Technology,Series A,10000000.0,Pune
2020,FITTR,Lifestyle,Pre-Series,2000000.0,Pune
2020,Illumnus,Technology,Seed,100000.0,Pune
2020,CashKaro,Commerce,Series B,10000000.0,Gurgaon
2020,Newton School,Technology,Seed,650000.0,Bangalore
2020,Airmeet,Technology,Series A,12000000.0,Bangalore
2020,InCred,Finance,Debt Financing,5000000.0,Mumbai
2020,LEAD School,Technology,Series C,28000000.0,Mumbai
2020,Servify,Agriculture,Series C,11370000.0,Mumbai
2020,Lido Learning,Technology,Series B,7500000.0,Mumbai
2020,Apna.co,Business Intelligence,Series A,8000000.0,Bangalore
2020,Quintype Technologies,Technology,Series A,325000.0,Bangalore
2020,Dunzo,Technology,Later Stage,28000000.0,Bangalore
2020,Entropik,Technology,Series A,8000000.0,Bangalore
2020,Livspace,Lifestyle,Later Stage,9000000.0,Bangalore
2020,Ultraviolette Automotive,Agriculture,Series B,410000.0,Bangalore
2020,WinZO,Agriculture,Series B,18000000.0,New Delhi
2020,SenseHawk,Technology,Series A,5000000.0,Bangalore
2020,Railofy,Transport,Seed,900000.0,Mumbai
2020,Eloelo,Commerce,Seed,450000.0,Bangalore
2020,Aibono,Technology,Pre-Series,2000000.0,Bangalore
2020,BuildPan,Technology,Seed,500000.0,Indore
2020,Homelane,Lifestyle,Pre-Series,8000000.0,Bangalore
2020,MyGlamm,Beauty & Fashion,Series B,1000000.0,Mumbai
2020,Aviom,Finance,Debt Financing,682000.0,New Delhi
2020,Flinto,Technology,Series A,7000000.0,Chennai
2020,WayCool,Technology,Series C,5060000.0,Chennai
2020,YAP,Technology,Series A,4050000.0,Chennai
2020,Big Bang Boom Solutions,Technology,Series A,1050000.0,Chennai
2020,GUVI,Technology,Series A,800000.0,Chennai
2020,BluSmart,Energy,Pre-Series,7000000.0,Gurugram
2020,Cell Propulsion,Transport,Pre-Series,3000000.0,Bangalore
2020,Spoonshot,Commerce,Seed,1000000.0,Bangalore
2020,Pulse,Technology,Pre-Series,750000.0,Mumbai
2020,i3 Systems,Technology,Pre-Series,1050000.0,Mumbai
2020,SOAL,Technology,Series A,1000000.0,Mumbai
2020,OckyPocky,Technology,Seed,400000.0,Gurugram
2020,Hippo Video,Agriculture,Series A,4000000.0,New York
2020,Hasura,Technology,Series B,25000000.0,San Francisco
2020,Qapita,Technology,Seed,1080000.0,Singapore
2020,Sunday,Technology,Series A,9000000.0,Bangkok
2020,Gamezop,Agriculture,Series A,4300000.0,Gurugram
2020,Phool.co,Agriculture,Pre-Series,1400000.0,Kanpur
2020,Chiratae Ventures,Finance,Seed,3000000.0,Bangalore
2020,MedLife,Agriculture,Series A,6800000.0,Bangalore
2020,IDfy,Technology,Series A,2110000.0,Mumbai
2020,True Balance,Finance,Series C,3000000.0,Gurugram
2020,Bira91,Lifestyle,Series A,764000.0,New Delhi
2020,Max wholesale,Commerce,Series A,603000.0,New Delhi
2020,Craftsvilla,Commerce,Series A,409000.0,Mumbai
2020,MechMocha,Agriculture,Series A,292000.0,Bangalore
2020,Mindhouse,Technology,Series A,286000.0,Gurugram
2020,DeepSync,Technology,Series A,136000.0,Chandigarh
2020,Eruditus,Education,Series A,3000000.0,Mumbai
2020,Gradeup,Education,Series A,546000.0,Noida
2020,Tracxn,Finance,Series B,887000.0,Bangalore
2020,Purple Style Labs,Beauty & Fashion,Series A,43000.0,Mumbai
2020,ProPhysio,Agriculture,Series A,40900.0,Bangalore
2020,Flickstree,Technology,Series A,40900.0,Mumbai
2020,Settl,Technology,Series A,3000000.0,Gurugram
2020,Fanspole,Agriculture,Pre-Seed,3000000.0,Thane
2020,Sarva,Agriculture,Series A,3000000.0,Mumbai
2020,Univ.ai,Technology,Series A,3000000.0,Bangalore
2020,PurohitJi,Lifestyle,Series A,3000000.0,Bangalore
2020,CredoLab,Technology,Series A,7000000.0,Singapore
2020,Brick&Bolt,Agriculture,Series A,2200000.0,Bangalore
2020,Grinntech,Agriculture,Series A,2000000.0,Chennai
2020,6Degree,Beauty & Fashion,Series A,340000.0,Mumbai
2020,Exprs,Business Intelligence,Series A,5660000.0,Unknown
2020,Bikayi,Commerce,Seed,2000000.0,Hyderabad
2020,Virtual Forest,Technology,Series A,3000000.0,Bangalore
2020,The Health company,Technology,Series A,350000.0,Gurugram
2020,TrulyMadly Matchmakers,Technology,Pre-Series,110000.0,Gurugram
2020,TrueFan,Agriculture,Seed,4300000.0,Mumbai
2020,Fanspole,Agriculture,Pre-Seed,3000000.0,Mumbai
2020,Avail Finance,Technology,Series B,11635000.0,Bangalore
2020,The Money Club,Technology,Series A,3000000.0,Delhi
2020,Virohan,Technology,Series A,2800000.0,Gurgaon
2020,OneCode,Commerce,Seed,3000000.0,Gurugram
2020,Verloop.io,Technology,Series A,5000000.0,Unknown
2020,Otipy,Technology,Pre-Series,1000000.0,Unknown
2020,Evage,Technology,Series A,3000000.0,Chandigarh
2020,LEAD School,Technology,Series C,28000000.0,Mumbai
2020,Trell,Commerce,Series A,11000000.0,Bangalore
2020,Captain Fresh,Transport,Pre-Series,2300000.0,Bangalore
2020,Teachmint,Technology,Series A,3000000.0,Bangalore
2020,Pixxel,Technology,Seed,5000000.0,Bangalore
2020,Habbit Health,Technology,Pre-Seed,3000000.0,Delhi
2020,SmarterBiz,Technology,Pre-Series,1065000.0,Bangalore
2020,Able Jobs,Business Intelligence,Series A,2000000.0,Bangalore
2020,Vieroots,Technology,Series A,3000000.0,Kochi
2020,Stack Finance,Technology,Seed,3000000.0,Bangalore
2020,FPL Technologies,Technology,Series A,10000000.0,Pune
2020,Masai School,Technology,Series A,2500000.0,Bangalore
2020,Mitron,Agriculture,Series A,5000000.0,Bangalore
2020,Daalchini,Technology,Pre-Series,669000.0,Unknown
2020,Suno India,Agriculture,Angel,3000000.0,Unknown
2020,LendingKart,Technology,Later Stage,16076000.0,Ahmedabad
2020,Text Mercato,Agriculture,Series A,649600.0,Bangalore
2020,Eden Smart Homes,Technology,Series A,3000000.0,Unknown
2020,GrayQuest,Technology,Pre-Series,1000000.0,Mumbai
2020,BigHaat,Technology,Pre-Series,2000000.0,Bangalore
2020,CityCash,Technology,Seed,1000000.0,Mumbai
2020,HomeLane,Lifestyle,Later Stage,1000000.0,Chennai
2020,HungerBox,Technology,Series C,6700000.0,Bangalore
2020,DaveAI,Technology,Series A,3000000.0,Bangalore
2020,Eduvanz,Technology,Series A,5000000.0,Mumbai
2020,ZipLoan,Technology,Series A,2000000.0,Delhi
2020,DocSumo,Technology,Seed,220000.0,Mumbai
2020,CUSMAT,Technology,Series A,3000000.0,Warangal
2020,Chingari,Agriculture,Seed,1300000.0,Bangalore
2020,Bolo Indya,Agriculture,Pre-Series,300000.0,Gurugram
2020,Data Sutram,Technology,Series A,266500.0,Kolkata
2020,Wobot Intelligence,Technology,Pre-Series,2500000.0,Delhi
2020,DrinkPrime,Technology,Pre-Series,2879000.0,Bangalore
2020,Infeedo,Technology,Series A,700000.0,Gurugram
2020,Probus Smart Things,Technology,Seed,3000000.0,Delhi
2020,CrowdPouch,Technology,Angel,3000000.0,Bangalore
2020,Rebel Foods,Technology,Later Stage,26500000.0,Mumbai
2020,Hevo,Technology,Series A,8000000.0,Bangalore
2020,BigSpoon Foods,Technology,Pre-Series,2000000.0,Ahmedabad
2020,Chingari,Agriculture,Seed,1000000.0,Bangalore
2020,ShareChat,Agriculture,Series A,351000.0,Bangalore
2020,DatStop,Hospitality,Series A,3000000.0,Delhi
2020,IPHM Services,Agriculture,Seed,3000000.0,Mumbai
2020,Wellcure,Technology,Series A,200000.0,Gurugram
2020,VilCart,Commerce,Pre-Series,3000000.0,Bangalore
2020,Firescore,Agriculture,Series A,500000.0,Mumbai
2020,BulBul,Commerce,Series A,3000000.0,Gurgaon
2020,Pickright Technologies,Technology,Seed,175000.0,Bangalore
2020,Muse Wearables,Technology,Series A,3000000.0,Chennai
2020,SATYA Microcapital,Technology,Series A,3000000.0,Delhi
2020,WYN Studio,Agriculture,Seed,3000000.0,Gurugram
2020,Fourth Partner Energy,Energy,Series A,15000000.0,Bangalore
2020,Entri,Technology,Pre-Series,1700000.0,Kochi
2020,Snack Amor,Technology,Series A,3000000.0,Mumbai
2020,MPowered,Technology,Pre-Series,21000000.0,Gurugram
2020,Leap Club,Commerce,Series A,3000000.0,Gurugram
2020,Ather Energy,Technology,Series C,11241000.0,Bangalore
2020,Gigforce,Technology,Series A,804000.0,Bangalore
2020,Vegrow,Technology,Seed,2500000.0,Bangalore
2020,Finn,Technology,Pre-Series,3000000.0,Bangalore
2020,Bijnis,Commerce,Series A,10000000.0,Unknown
2020,iNurture,Technology,Series A,1340000.0,Bangalore
2020,StyleDotMe,Technology,Pre-Series,467000.0,Gurugram
2020,Ripsey,Technology,Series A,133000.0,Mumbai
2020,ThriveFNC,Lifestyle,Seed,3000000.0,Pune
2020,Magicpin,Agriculture,Later Stage,7000000.0,Gurugram
2020,Procol,Technology,Series A,3823000.0,Delhi
2020,Yumlane,Technology,Pre-Series,1000000.0,Mumbai
2020,Crio,Technology,Series A,934000.0,Bangalore
2020,Openapp,Technology,Series A,500000.0,Bangalore
2020,PumPumPum,Technology,Series A,293000.0,Gurugram
2020,uFony Services Pvt ltd,Technology,Series A,3000000.0,Pune
2020,Protinus Fashion Networking Pvt Ltd,Beauty & Fashion,Pre-Series,3000000.0,Mumbai
2020,Uable,Technology,Seed,3000000.0,Bangalore
2020,ParkSmart,Technology,Series A,198000.0,Delhi
2020,Plum,Technology,Seed,927000.0,Bangalore
2020,IncNut Digital,Commerce,Series A,4000000.0,Hyderabad
2020,GigIndia,Technology,Pre-Series,971000.0,Pune
2020,Specsmaker,Beauty & Fashion,Series A,3060000.0,Chennai
2020,Piggy Ride,Technology,Pre-Series,1862000.0,Bangalore
2020,Chai Waale,Agriculture,Series A,232000.0,Chennai
2020,NOTO,Food & Beverages,Pre-Seed,3000000.0,Mumbai
2020,Cuemath,Technology,Series B,2888000.0,Bangalore
2020,Cars24,Technology,Series A,1328000.0,Gurgaon
2020,Earth Energy EV,Technology,Seed,3000000.0,Mumbai
2020,Green Cure,Lifestyle,Series A,3000000.0,Delhi
2020,Blue Sky Analytics,Technology,Seed,1200000.0,Gurugram
2020,Edhusk,Technology,Series A,3000000.0,Jaipur
2020,Decentro,Technology,Series A,15500000.0,Bangalore
2020,Frontier Markets,Commerce,Pre-Series,2250000.0,Jaipur
2020,Brainwired,Technology,Series A,3000000.0,Kerala
2020,Aye Finance,Technology,Later Stage,16753000.0,Gurugram
2020,Paper Boat,Food & Beverages,Series A,3700000.0,Gurugram
2020,Ken42,Technology,Series A,1470000.0,Bangalore
2020,Forbidden Foods,Food & Beverages,Seed,1000000.0,Delhi
2020,Universal Sportsbiz,Beauty & Fashion,Series A,530000.0,Bangalore
2020,Gobbly,Technology,Seed,500000.0,Gurugram
2020,Aerostrovilos,Transport,Series A,3000000.0,Chennai
2020,Mitron,Agriculture,Seed,267000.0,Bangalore
2020,Bulk MRO,Commerce,Series A,3344000.0,Mumbai
2020,Inspektlabs,Technology,Pre-Series,600000.0,Delhi
2020,Big Bang Boom Solutions,Technology,Series A,1000000.0,Chennai
2020,Flinto,Technology,Series A,7200000.0,Chennai
2020,Zetwerk,Commerce,Series C,21000000.0,Bangalore
2020,ChitMonks,Technology,Pre-Series,650000.0,Hyderabad
2020,Walrus,Technology,Pre-Seed,3000000.0,Bangalore
2020,Arth Designbuild,Technology,Series A,1100000.0,Hyderebad
2020,goDutch,Technology,Seed,1700000.0,Mumbai
2020,Rusk Media,Agriculture,Seed,3000000.0,Delhi
2020,Bold Care,Lifestyle,Pre-Seed,3000000.0,Mumbai
2020,Samosa Party,Food & Beverages,Series A,3000000.0,Bangalore
2020,High Street Essentials,Commerce,Series B,2743000.0,New Delhi
2020,Byju's,Technology,Series A,3000000.0,Bangalore
2020,Slice,Technology,Series A,6082000.0,Bangalore
2020,Bombay Play,Agriculture,Pre-Series,1500000.0,Bangalore
2020,Fullife,Technology,Series A,6609000.0,Mumbai
2020,Oziva,Agriculture,Series A,5000000.0,Unknown
2020,Aye Finance,Technology,Later Stage,27700000.0,Gurugram
2020,Aether Biomedical,Technology,Seed,3000000.0,Delhi
2020,91springboard,Business Intelligence,Series A,5940000.0,Delhi
2020,Yulu,Agriculture,Series A,3964000.0,Unknown
2020,Milkbasket,Transport,Series A,5500000.0,Gurugram
2020,MergerDomo,Commerce,Series A,197000.0,Noida
2020,GoMechanic,Technology,Series B,3000000.0,Delhi
2020,Milk Mantra,Food & Beverages,Series A,10000000.0,Odisha
2020,Myglamm,Beauty & Fashion,Series A,4327000.0,Mumbai
2020,Drishti Technologies,Technology,Series B,25000000.0,Bangalore
2020,Instasolv,Technology,Pre-Series,2000000.0,Noida
2020,GoldenPi,Technology,Series A,459000.0,Bangalore
2020,Peppermint,Agriculture,Seed,3000000.0,Unknown
2020,Sarva,Lifestyle,Series A,3000000.0,Mumbai
2020,Jai Kisan,Technology,Pre-Series,3937000.0,Mumbai
2020,Agro2o,Technology,Series A,3000000.0,New Delhi
2020,LetsTransport,Technology,Series A,1313500.0,Bangalore
2020,GabbarDeals,Commerce,Series A,3000000.0,Pune
2020,Crimson Healthcare,Technology,Series A,229800.0,Delhi
2020,Biomoneta,Agriculture,Seed,3000000.0,Bangalore
2020,Edvizo,Technology,Seed,150000.0,Bangalore
2020,Servify,Technology,Series C,11370000.0,Mumbai
2020,Drum Food,Food & Beverages,Series A,5305000.0,Mumbai
2020,Innoviti,Technology,Series C,3000000.0,Bangalore
2020,Jiffy ai,Technology,Series A,18000000.0,Unknown
2020,F5,Commerce,Series A,3000000.0,Unknown
2020,Waycool,Technology,Series C,5500000.0,Chennai
2020,Myelin Foundry,Technology,Series A,3000000.0,Unknown
2020,Ameliorate Biotech,Technology,Angel,264000.0,Bangalore
2020,Hapramp,Finance,Series A,1000000.0,Gurugram
2020,MyKaam,Technology,Series A,3000000.0,Bangalore
2020,HealthPlix,Technology,Series B,6000000.0,Bangalore
2020,YoloBus,Technology,Series A,3300000.0,Gurugram
2020,iNurture Education,Technology,Series A,4000000.0,Unknown
2020,Pocket52,Agriculture,Series A,1750000.0,Bangalore
2020,QuaQua,Hospitality,Series A,1000000.0,Hyderabad
2020,Crofarm,Technology,Series A,1000000.0,Delhi
2020,Timios,Technology,Pre-Series,3000000.0,Bangalore
2020,Wooden Street,Commerce,Series A,3000000.0,Jaipur
2020,BankBazaar,Technology,Later Stage,5967000.0,Chennai
2020,Rentmojo,Agriculture,Series A,2980000.0,Bangalore
2020,Credgencies,Technology,Seed,3000000.0,Unknown
2020,Knorish,Technology,Pre-Series,323000.0,Delhi
2020,LetsTransport,Technology,Series A,1326000.0,Bangalore
2020,Vahak,Transport,Seed,3000000.0,Unknown
2020,Nutrova,Agriculture,Pre-Series,3000000.0,Mumbai
2020,Cube Wealth,Technology,Series B,500000.0,Mumbai
2020,IVF Access,Technology,Series A,5000000.0,Bangalore
2020,Hoi Foods,Technology,Pre-Series,2000000.0,Delhi
2020,Ola Financial Services,Technology,Series A,27000000.0,Bangalore
2020,Awifs,Business Intelligence,Series A,5200000.0,Delhi
2020,Swiflearn,Technology,Seed,3000000.0,Gurugram
2020,Remedo,Technology,Pre-Series,3000000.0,Delhi
2020,Blowhorn,Transport,Series A,3000000.0,Bangalore
2020,Toch,Technology,Pre-Series,1000000.0,Mumbai
2020,Gram Cover,Technology,Pre-Series,3000000.0,Noida
2020,Coin DCX,Agriculture,Series A,2500000.0,Mumbai
2020,HomeCapital,Technology,Series A,3000000.0,Mumbai
2020,Euler Motors,Technology,Series A,2530000.0,Delhi
2020,Riskcovry,Technology,Pre-Series,3000000.0,Mumbai
2020,NWNT (No Worry No Tension Healthcare),Technology,Pre-Series,3000000.0,Delhi
2020,Voicezen,Technology,Series A,3000000.0,Gurugram
2020,Leap Club,Agriculture,Pre-Seed,340000.0,Gurugram
2020,Credit Mantri,Technology,Series A,792000.0,Chennai
2020,Xtracap,Technology,Series A,1000000.0,Gurugram
2020,Tring,Agriculture,Series A,3000000.0,Mumbai
2020,Vakilsearch,Business Intelligence,Series A,3000000.0,Chennai
2020,LendingKart,Technology,Later Stage,11363000.0,Ahmedabad
2020,Illumnus,Technology,Seed,100000.0,Unknown
2020,LetsTransport,Technology,Series A,1715000.0,Bangalore
2020,Eggoz,Technology,Seed,329000.0,Bihar
2020,Winuall,Technology,Series A,3000000.0,Bangalore
2020,Indian School Finance Company,Technology,Seed,5271000.0,Hyderabad
2020,Juicy Chemistry,Agriculture,Series A,650000.0,Unknown
2020,DeepTek,Technology,Series A,3000000.0,Pune
2020,Stepathlon Lifestyle,Lifestyle,Series A,3000000.0,Mumbai
2020,Sindhuja Microcredit,Technology,Series A,8700000.0,Noida
2020,Rentmojo,Agriculture,Series A,3226000.0,Bangalore
2020,Tesco Charge Zone,Transport,Series A,3000000.0,Gujarat
2020,Intello Labs,Technology,Series A,5900000.0,Gurugram
2020,Magicpin,Agriculture,Series A,3879000.0,Gurugram
2020,GroCurv,Commerce,Seed,3000000.0,Gurugram
2020,Refrens,Technology,Seed,1000000.0,Bangalore
2020,Shiprocket,Technology,Series C,13000000.0,Unknown
2020,Spyne,Technology,Pre-Series,3000000.0,Gurugram
2020,Nykaa,Commerce,Series A,8800000.0,Mumbai
2020,Docsapp,Technology,Series A,9500000.0,Bangalore
2020,Phable,Technology,Pre-Series,1000000.0,Unknown
2020,Generic Aadhaar,Agriculture,Series A,3000000.0,Unknown
2020,Nium,Technology,Series A,3000000.0,Unknown
2020,Mintoak,Technology,Pre-Series,2000000.0,Mumbai
2020,VestSpace,Technology,Series A,10000000.0,Pune
2020,Blackbuck,Transport,Series A,3000000.0,Bangalore
2020,Vernacular ai,Technology,Series A,5100000.0,Bangalore
2020,Clover,Technology,Series A,920000.0,Bangalore
2020,Varthana,Technology,Later Stage,15000000.0,Bangalore
2020,Codeninja,Technology,Seed,3000000.0,Bangalore
2020,MetaMerphoSys,Technology,Pre-Series,3000000.0,Pune
2020,Rooter,Agriculture,Pre-Series,1700000.0,Delhi
2020,Aker Foods,Technology,Series A,3000000.0,Pune
2020,Sascan Meditech pvt ltd,Technology,Series A,3000000.0,Kerala
2020,Pratilipi,Agriculture,Series C,9400000.0,Bangalore
2020,Biryani By Kilo,Food & Beverages,Series B,790000.0,Delhi
2020,Consure Medical,Technology,Series A,480000.0,Delhi
2020,Servify,Agriculture,Series A,250000.0,Mumbai
2020,Tessol,Transport,Series A,160000.0,Mumbai
2020,Remedo,Technology,Pre-Series,3000000.0,Noida
2020,News Reach,Agriculture,Series A,3000000.0,Ahmedabad
2020,RoomSoom,Agriculture,Series A,3000000.0,Noida
2020,Pedagogy,Technology,Series A,400000.0,Unknown
2020,Classplus,Technology,Series B,8200000.0,Delhi
2020,Medlife,Health,Series A,15500000.0,Bangalore
2020,Qin1,Technology,Series A,3000000.0,Noida
2020,MYSUN,Technology,Pre-Series,4257000.0,Delhi
2020,ShopX,Commerce,Series A,1410000.0,Bangalore
2020,Sarva,Lifestyle,Series A,3000000.0,Unknown
2020,Expertrons,Technology,Seed,3000000.0,Mumbai
2020,NewsBytes,Agriculture,Series A,1500000.0,Gurugram
2020,Wagonfly,Agriculture,Series A,500000.0,Bangalore
2020,NIRA,Technology,Pre-Series,2100000.0,Unknown
2020,Convosight,Technology,Pre-Series,4000000.0,Hyderabad
2020,Fittr,Lifestyle,Series A,2000000.0,Pune
2020,AsknBid,Technology,Series A,3000000.0,Bangalore
2020,Bira91,Agriculture,Series C,20000000.0,Bangalore
2020,Finaureus Technologies,Technology,Pre-Series,3000000.0,Pune
2020,Daily Ninja,Commerce,Series A,349800.0,Haryana
2020,Guvi Geek Network Pvt Ltd,Technology,Pre-Series,786000.0,Chennai
2020,LoadShare,Transport,Series B,2004000.0,Bangalore
2020,Vedantu,Technology,Series C,6800000.0,Bangalore
2020,Indusface,Technology,Series A,5000000.0,Unknown
2020,Spintly,Technology,Pre-Series,248000.0,Goa
2020,Credr,Technology,Series A,3000000.0,Mumbai
2020,Bijak,Technology,Series A,12000000.0,Gurugram
2020,Bugworks,Agriculture,Series A,7500000.0,Bangalore
2020,DrinkPrime,Agriculture,Seed,3000000.0,Bangalore
2020,Yap,Technology,Series A,4500000.0,Chennai
2020,UzhavarBumi,Agriculture,Series A,3000000.0,Tamil Nadu
2020,Tattva,Lifestyle,Series A,150000.0,Delhi
2020,Pariksha,Technology,Pre-Series,3000000.0,Pune
2020,DailyHunt,Agriculture,Series A,24000000.0,Unknown
2020,Box8,Technology,Series A,4000000.0,Mumbai
2020,Capital Float,Technology,Series A,15000000.0,Bangalore
2020,ITILITE,Technology,Series B,13000000.0,Bangalore
2020,Morning Context,Agriculture,Seed,3000000.0,Unknown
2020,Aavenir,Technology,Seed,2000000.0,Ahmedabad
2020,Savvy Co op,Agriculture,Series A,3000000.0,Unknown
2020,BLive,Hospitality,Pre-Series,3000000.0,Unknown
2020,Yellow Messenger,Technology,Series B,20000000.0,Bangalore
2020,Toch,Technology,Series A,400000.0,Unknown
2020,Ewar,Agriculture,Series A,200000.0,Bangalore
2020,Setu,Technology,Series A,14259000.0,Unknown
2020,Wellthy Therapeutics,Technology,Pre-Series,4000000.0,Bangalore
2020,Power Gummies,Agriculture,Series A,3000000.0,Delhi
2020,Locale ai,Business Intelligence,Series A,3000000.0,Bangalore
2020,FarEye,Transport,Later Stage,24500000.0,Delhi
2020,BankBazaar,Technology,Later Stage,3800000.0,Chennai
2020,Porter,Transport,Later Stage,18370000.0,Mumbai
2020,Capital Float,Technology,Later Stage,4800000.0,Bangalore
2020,Amica,Technology,Series A,2000000.0,Unknown
2020,Vedantu,Technology,Series C,12500000.0,Bangalore
2020,Fingerlix,Food & Beverages,Series A,1834000.0,Unknown
2020,Plop,Technology,Angel,3000000.0,Mumbai
2020,Zupee,Agriculture,Series A,8000000.0,Unknown
2020,DeHaat,Technology,Series A,12000000.0,Unknown
2020,Lido Learning,Technology,Series B,7500000.0,Mumbai
2020,Aye Finance,Technology,Series A,23850000.0,Gurugram
2020,Akna Medical,Technology,Series A,7000000.0,Unknown
2020,Zomato,Technology,Series A,5000000.0,Gurugram
2020,RaRa Delivery,Transport,Seed,800000.0,Unknown
2020,JusPay,Technology,Series B,21600000.0,Bangalore
2020,Obviously AI,Technology,Series A,3000000.0,Unknown
2020,Fingpay,Technology,Series A,3500000.0,Mumbai
2020,Recko,Technology,Series A,6000000.0,Bangalore
2020,Furlenco,Commerce,Series A,10000000.0,Bangalore
2020,Mera Cashier,Technology,Series A,150000.0,Noida
2020,Kitchens Centre,Agriculture,Seed,500000.0,Delhi
2020,Camp K12,Technology,Seed,4000000.0,Gurugram
2020,Ergos,Technology,Series A,4598000.0,Bangalore
2020,Nykaa,Commerce,Series A,13137000.0,Mumbai
2020,Samadhan,Finance,Seed,3000000.0,Delhi
2020,SaScan,Agriculture,Series A,3000000.0,Bangalore
2020,Lido Learning,Technology,Series A,3000000.0,Mumbai
2020,Nimesa,Technology,Series A,3000000.0,Bangalore
2020,Design X,Technology,Seed,200000.0,Noida
2020,Driftly Electric,Technology,Series A,3000000.0,Bangalore
2020,Imstrong,Lifestyle,Seed,400000.0,Bangalore
2020,Craftsvilla,Commerce,Series A,3900000.0,Mumbai
2020,Rupifi,Technology,Pre-Seed,3000000.0,Bangalore
2020,SnackAmor,Food & Beverages,Seed,3000000.0,Mumbai
2020,Zealthy,Technology,Seed,3000000.0,Bangalore
2020,CoinDCX,Technology,Series A,3000000.0,Unknown
2020,NuNu TV,Agriculture,Series A,670000.0,Unknown
2020,QTalk,Technology,Seed,1600000.0,Bangalore
2020,Shadez,Lifestyle,Seed,100000.0,Mumbai
2020,Excess2Sell,Commerce,Series A,1000000.0,Mumbai
2020,Stanplus,Technology,Pre-Series,1500000.0,Hyderabad
2020,Pitstop,Technology,Series A,2500000.0,Bangalore
2020,Univariety,Technology,Series A,1100000.0,Hyderabad
2020,Peel Works,Technology,Series C,3000000.0,Mumbai
2020,CoreStack,Technology,Series A,8500000.0,Chennai
2020,Agnikul,Technology,Pre-Series,3148000.0,Chennai
2020,Fintso,Technology,Series A,2600000.0,Unknown
2020,Khatabook,Technology,Series A,3000000.0,Bangalore
2020,Smart Coin,Technology,Series A,7000000.0,Unknown
2020,ZunRoof,Technology,Series A,3000000.0,Gurugram
2020,Shop101,Commerce,Series C,3900000.0,Unknown
2020,OM Bhakti,Commerce,Seed,3000000.0,Bangalore
2020,Lal10,Commerce,Series A,1100000.0,Uttar Pradesh
2020,Anaxee Digital Runner,Technology,Series A,3000000.0,Indore
2020,CollegeKhabri,Technology,Series A,3000000.0,Bhopal
2020,Ola Electric,Transport,Series A,1000000.0,Bangalore
2020,Multi Living,Agriculture,Series A,6000000.0,Mumbai
2020,FamPay,Technology,Seed,4700000.0,Bangalore
2020,UnboxRobotics Labs,Technology,Seed,500000.0,Bangalore
2020,Karbon Card,Technology,Seed,2000000.0,Bangalore
2020,Airmeet,Business Intelligence,Series A,3000000.0,Bangalore
